event_id,timestamp,region,substation_id,transformer_id,latitude,longitude,voltage_kv,current_amp,power_mw,frequency_hz,load_percent,power_factor,temperature_c,energy_generated_mwh,energy_consumed_mwh,outage_duration_min,communication_latency_ms,fault_indicator,anomaly_score,risk_score,status,anomaly_type
EVT-0006590,2025-06-12 10:15:55.721961,East,SUB-023,TR-023005,21.2787,82.1406,41.0,42.17,1.69,50.02,48.0,0.9749,43.53,-4.38,-4.88,0.0,7.72,0,0.0445,31,Low,Generation Drop
EVT-0006591,2025-05-02 09:45:48.443259,North,SUB-001,TR-001015,28.6139,77.209,36.88,77.16,2.17,50.19,82.96,0.7614,50.0,-49.92,15.19,0.0,18.36,0,0.3161,72,High Risk,Power Factor Anomaly
EVT-0006592,2025-04-04 19:59:26.675624,South,SUB-008,TR-008002,13.0827,80.2707,43.55,51.73,1.94,50.23,58.0,0.861,50.0,21.44,2.65,0.0,14.11,1,0.4018,73,High Risk,Generation Drop
EVT-0006593,2025-04-18 08:17:23.894249,North,SUB-001,TR-001019,28.6139,77.209,39.97,35.27,1.3,50.09,40.91,0.9248,41.53,-7.76,13.58,0.0,5.18,0,0.0197,18,Normal,Normal
EVT-0006594,2025-06-12 08:41:44.545235,East,SUB-020,TR-020009,25.5941,82.472,40.31,44.19,1.74,49.93,48.0,0.9762,43.73,10.35,-29.16,0.0,2.28,0,0.0267,30,Low,Generation Drop
EVT-0006595,2025-05-16 11:09:20.240808,West,SUB-005,TR-005008,19.076,72.8777,43.54,84.03,3.04,49.8,88.22,0.8321,57.48,-18.72,-4.15,0.0,32.14,0,0.3767,86,Critical,Voltage Fluctuation
EVT-0006596,2025-05-28 11:32:16.836320,East,SUB-011,TR-011002,22.5726,88.3639,40.33,54.5,2.07,49.97,48.0,0.9429,38.46,12.13,-10.26,0.0,9.17,0,0.0201,22,Normal,Normal
EVT-0006597,2025-06-24 10:27:57.339213,North,SUB-001,TR-001014,28.6139,77.209,39.0,43.86,1.6,49.98,48.0,0.9349,41.37,2.73,-1.08,0.0,1.69,0,0.0448,30,Low,Generation Drop
EVT-0006598,2025-04-04 18:52:24.399629,East,SUB-020,TR-020016,25.5941,82.472,39.0,33.58,1.23,50.07,37.0,0.9378,40.37,-18.29,-30.74,0.0,8.05,0,0.0531,19,Normal,Normal
EVT-0006599,2025-06-04 18:02:04.516760,South,SUB-010,TR-010001,12.9716,77.5946,40.23,39.43,1.48,49.98,38.59,0.9319,42.51,-77.04,34.01,0.0,3.22,0,0.0134,18,Normal,Normal
EVT-0006600,2025-06-28 10:34:57.468779,South,SUB-026,TR-026014,17.3618,78.531,39.0,47.15,1.8,49.94,48.0,0.9767,40.5,39.19,29.35,0.0,2.36,0,0.0522,32,Low,Generation Drop
EVT-0006601,2025-04-20 13:45:58.341178,East,SUB-011,TR-011016,22.5726,88.3639,41.0,45.51,1.73,50.02,48.0,0.9281,40.94,13.45,1.9,0.0,1.02,0,0.0446,30,Low,Generation Drop
EVT-0006602,2025-04-24 18:16:02.877863,East,SUB-011,TR-011002,22.5726,88.3639,39.0,35.65,1.29,50.06,40.14,0.9289,41.28,108.57,10.84,0.0,5.27,0,0.051,22,Normal,Normal
EVT-0006603,2025-06-12 05:57:28.333300,North,SUB-029,TR-029009,26.9124,75.7873,39.0,18.54,0.68,50.06,18.27,0.9368,37.4,-25.73,13.4,0.0,5.12,0,0.0527,6,Normal,Normal
EVT-0006604,2025-04-26 14:18:45.496837,West,SUB-019,TR-019014,22.3167,78.03,36.77,73.8,2.28,50.18,84.58,0.84,56.04,90.8,-4.22,0.0,12.89,0,0.3153,78,High Risk,Overload
EVT-0006605,2025-06-25 05:04:44.700341,Central,SUB-016,TR-016011,24.8688,76.6562,39.34,34.16,1.26,50.06,29.54,0.9378,41.25,71.11,15.26,0.0,3.36,0,0.0388,11,Normal,Normal
EVT-0006606,2025-04-15 16:18:19.448670,North-East,SUB-018,TR-018001,29.0588,76.0231,42.69,60.34,2.29,50.24,76.11,0.8871,50.0,62.7,0.9,0.0,12.51,0,0.211,71,High Risk,Generation Drop
EVT-0006607,2025-04-04 03:19:42.848031,West,SUB-019,TR-019010,22.3167,78.03,42.93,60.67,2.28,49.84,58.0,0.8769,50.0,31.58,-7.58,0.0,5.97,0,0.1566,53,Warning,Generation Drop
EVT-0006608,2025-06-10 05:00:12.890909,Central,SUB-015,TR-015005,25.3948,79.4625,40.04,23.9,0.93,49.94,20.14,0.9712,36.3,-63.28,-7.99,0.0,2.96,0,0.0145,5,Normal,Normal
EVT-0006609,2025-05-25 09:20:52.223534,North,SUB-029,TR-029007,26.9124,75.7873,40.3,48.34,1.75,49.96,48.0,0.9,41.71,-60.7,22.5,0.0,3.67,0,0.0204,30,Low,Communication Failure
EVT-0006610,2025-06-06 02:09:11.405767,East,SUB-020,TR-020006,25.5941,82.472,40.0,17.92,0.66,49.99,18.2,0.9166,39.31,2.69,19.74,0.0,5.05,0,0.0029,1,Normal,Normal
EVT-0006611,2025-05-26 17:00:00.640443,North,SUB-001,TR-001013,28.6139,77.209,41.0,43.16,1.64,49.92,48.0,0.9293,43.11,29.54,6.29,0.0,1.37,0,0.0553,35,Low,Generation Drop
EVT-0006612,2025-04-14 16:51:56.614339,East,SUB-013,TR-013005,21.1466,79.0882,43.08,56.87,2.21,50.24,68.59,0.9,50.0,-4.02,12.98,0.0,16.97,0,0.1716,65,Warning,Generation Drop
EVT-0006613,2025-04-15 05:51:13.576271,Central,SUB-028,TR-028019,20.2884,76.2009,42.67,45.13,1.65,50.18,58.0,0.8547,50.0,-47.41,-11.05,0.0,3.72,0,0.1569,51,Warning,Compound Anomaly
EVT-0006614,2025-05-27 00:09:16.921972,West,SUB-019,TR-019017,22.3167,78.03,40.58,19.34,0.74,50.08,16.86,0.9476,37.01,46.47,-4.78,0.0,5.43,0,0.0392,7,Normal,Normal
EVT-0006615,2025-05-20 03:01:19.541843,Central,SUB-014,TR-014002,26.8206,80.2701,40.65,29.88,1.09,49.9,23.53,0.9,39.53,53.28,33.98,0.0,11.62,0,0.0459,10,Normal,Normal
EVT-0006616,2025-05-19 01:50:24.873858,South,SUB-022,TR-022007,15.2993,74.124,35.99,74.34,1.84,49.58,85.0,0.6883,63.0,40.74,-4.82,0.0,57.63,0,0.5076,87,Critical,Power Factor Anomaly
EVT-0006617,2025-06-06 00:33:55.068276,North,SUB-002,TR-002020,26.9124,75.7873,39.97,26.88,1.03,49.96,22.14,0.9628,37.93,69.9,-1.05,0.0,3.5,0,0.0087,5,Normal,Normal
EVT-0006618,2025-04-06 10:29:51.380640,West,SUB-007,TR-007008,18.5204,73.8567,39.01,47.27,1.75,50.03,48.0,0.9498,40.1,-15.85,2.66,0.0,4.0,0,0.0463,27,Normal,Normal
EVT-0006619,2025-06-28 04:50:25.543818,West,SUB-005,TR-005016,19.076,72.8777,40.8,15.44,0.6,49.92,16.68,0.9568,38.77,78.22,39.43,0.0,6.46,0,0.0481,5,Normal,Normal
EVT-0006620,2025-05-21 20:06:17.990595,North,SUB-003,TR-003002,32.3246,74.7901,43.0,57.61,2.21,50.18,58.0,0.8932,50.0,26.46,2.28,0.0,5.01,0,0.1584,56,Warning,Generation Drop
EVT-0006621,2025-06-14 07:15:48.992053,West,SUB-007,TR-007016,18.5204,73.8567,39.11,36.09,1.34,50.07,37.1,0.9504,41.67,-20.78,-28.29,0.0,4.54,0,0.0499,21,Normal,Normal
EVT-0006622,2025-06-30 21:00:51.116273,West,SUB-025,TR-025002,24.4781,73.3114,43.51,64.45,2.33,50.21,70.0,0.8326,56.0,37.31,-22.49,0.0,27.91,0,0.2129,70,High Risk,Voltage Fluctuation
EVT-0006623,2025-04-18 04:19:50.985500,North,SUB-024,TR-024013,26.7461,78.9824,37.24,60.5,2.02,49.77,58.0,0.898,50.0,-108.54,-40.89,0.0,6.1,0,0.1572,56,Warning,Communication Failure
EVT-0006624,2025-06-09 06:26:36.321692,South,SUB-026,TR-026013,17.3618,78.531,41.0,37.0,1.39,49.93,36.49,0.9135,40.97,-18.75,19.18,0.0,5.06,0,0.0544,18,Normal,Normal
EVT-0006625,2025-04-17 02:37:10.408985,West,SUB-006,TR-006009,23.0225,72.5799,39.43,30.48,1.12,50.04,25.88,0.9328,41.69,0.23,14.19,0.0,3.24,0,0.0318,11,Normal,Normal
EVT-0006626,2025-05-23 00:27:19.991702,North-East,SUB-027,TR-027005,28.5355,76.2346,39.67,22.68,0.84,49.98,31.12,0.9294,39.55,31.3,-11.76,0.0,1.42,0,0.0182,17,Normal,Normal
EVT-0006627,2025-06-17 05:18:07.941708,Central,SUB-016,TR-016011,24.8688,76.6562,42.04,38.21,1.56,49.96,40.0,0.97,44.0,-2.48,4.57,26.78,2.98,0,0.0891,27,Normal,Normal
EVT-0006628,2025-05-10 01:40:16.765582,East,SUB-011,TR-011019,22.5726,88.3639,36.43,58.46,1.66,50.21,70.0,0.7803,56.0,1.91,-14.19,0.0,4.47,1,0.4337,80,High Risk,Generation Drop
EVT-0006629,2025-06-06 00:06:58.211934,East,SUB-023,TR-023019,21.2787,82.1406,36.88,53.38,1.67,50.2,58.0,0.8503,50.0,-16.7,12.64,0.0,12.21,0,0.1818,57,Warning,Unexpected Consumption
EVT-0006630,2025-04-28 08:08:51.308202,South,SUB-010,TR-010012,12.9716,77.5946,41.0,42.66,1.59,50.06,48.0,0.909,37.8,43.68,29.71,0.0,6.31,0,0.0529,29,Normal,Normal
EVT-0006631,2025-06-04 09:25:40.044522,North-East,SUB-017,TR-017005,28.296,76.592,40.36,38.1,1.44,49.97,48.0,0.9336,42.4,7.65,31.0,0.0,1.04,0,0.0195,25,Normal,Normal
EVT-0006632,2025-05-05 17:33:03.151555,East,SUB-011,TR-011014,22.5726,88.3639,35.59,80.0,1.8,50.33,85.0,0.6309,63.0,1.37,-18.58,0.48,64.86,0,0.5244,91,Critical,Frequency Deviation
EVT-0006633,2025-05-05 15:49:54.576282,North,SUB-004,TR-004014,25.2048,77.3948,39.0,44.23,1.64,49.9,48.0,0.9503,42.37,-71.18,-12.95,0.0,1.24,0,0.06,33,Low,Overload
EVT-0006634,2025-04-06 01:22:58.415467,Central,SUB-028,TR-028013,20.2884,76.2009,44.79,74.88,2.62,49.57,85.0,0.78,63.0,67.17,38.44,0.0,8.06,1,0.7091,100,Critical,Compound Anomaly
EVT-0006635,2025-04-27 00:25:41.719614,Central,SUB-028,TR-028010,20.2884,76.2009,42.56,49.5,1.9,50.24,58.0,0.9,50.0,7.89,24.24,0.0,20.22,0,0.1499,54,Warning,Generation Drop
EVT-0006636,2025-06-09 12:30:15.914851,North-East,SUB-018,TR-018020,29.0588,76.0231,39.0,43.07,1.56,50.01,48.0,0.9288,41.5,3.34,-9.56,0.0,2.04,0,0.0421,29,Normal,Normal
EVT-0006637,2025-06-12 02:39:30.532103,South,SUB-008,TR-008011,13.0827,80.2707,42.8,42.86,1.57,49.8,58.0,0.8549,50.0,51.55,3.78,0.0,15.65,0,0.1672,53,Warning,Generation Drop
EVT-0006638,2025-04-24 11:00:45.798666,West,SUB-006,TR-006010,23.0225,72.5799,40.17,35.86,1.36,50.07,48.0,0.9454,43.67,-51.62,-12.99,0.0,4.63,0,0.0209,25,Normal,Normal
EVT-0006639,2025-05-06 09:43:46.457055,East,SUB-012,TR-012003,23.2599,77.4126,37.08,84.41,2.57,49.81,84.0,0.8217,55.61,-36.72,-39.97,0.0,7.86,0,0.3034,74,High Risk,Overload
EVT-0006640,2025-06-21 08:23:23.455575,Central,SUB-016,TR-016005,24.8688,76.6562,39.35,37.15,1.4,50.1,48.0,0.9565,45.02,-35.95,14.85,0.0,1.82,0,0.0462,27,Normal,Normal
EVT-0006641,2025-05-25 22:01:08.052857,West,SUB-005,TR-005006,19.076,72.8777,39.95,21.99,0.84,49.97,22.72,0.9508,38.62,40.18,5.08,0.0,2.98,0,0.0085,6,Normal,Normal
EVT-0006642,2025-04-27 20:15:29.600457,South,SUB-026,TR-026003,17.3618,78.531,41.0,33.93,1.3,49.9,33.6,0.9315,40.38,54.27,33.82,0.0,1.71,0,0.06,18,Normal,Voltage Fluctuation
EVT-0006643,2025-04-17 20:40:40.484504,North-East,SUB-017,TR-017001,28.296,76.592,40.96,20.74,0.82,50.02,25.12,0.9624,40.2,-35.78,-33.88,0.0,2.96,0,0.0419,8,Normal,Normal
EVT-0006644,2025-05-17 23:31:08.830335,East,SUB-011,TR-011020,22.5726,88.3639,39.47,18.13,0.69,49.97,23.99,0.9691,41.25,-53.48,10.53,0.0,1.22,0,0.0263,9,Normal,Normal
EVT-0006645,2025-06-13 05:12:47.667024,North,SUB-029,TR-029016,26.9124,75.7873,37.36,65.27,2.04,50.29,70.0,0.8385,56.0,-41.32,-7.85,0.0,6.95,0,0.1918,72,High Risk,Frequency Deviation
EVT-0006646,2025-05-28 06:13:55.331651,North,SUB-004,TR-004010,25.2048,77.3948,43.02,61.93,2.23,49.77,64.9,0.8364,50.0,-50.82,-34.63,0.0,12.43,0,0.1873,68,Warning,Overload
EVT-0006647,2025-06-19 09:32:02.187815,Central,SUB-014,TR-014017,26.8206,80.2701,43.24,84.6,2.78,49.8,82.46,0.7599,56.0,-59.56,-3.23,0.0,8.5,0,0.3294,76,High Risk,Power Factor Anomaly
EVT-0006648,2025-04-04 21:12:36.117016,North,SUB-024,TR-024018,26.7461,78.9824,40.25,19.98,0.78,49.95,24.14,0.9663,39.41,-36.93,-29.77,0.0,1.9,0,0.0198,6,Normal,Normal
EVT-0006649,2025-06-27 13:45:00.565647,North,SUB-001,TR-001010,28.6139,77.209,39.0,40.12,1.47,50.1,48.0,0.9379,41.07,-49.08,6.07,0.0,3.38,0,0.06,30,Low,Temperature Spike
EVT-0006650,2025-06-19 02:25:08.877965,West,SUB-006,TR-006009,23.0225,72.5799,40.27,20.06,0.77,49.96,17.17,0.9591,35.15,8.96,32.62,0.0,7.75,0,0.0184,3,Normal,Normal
EVT-0006651,2025-06-09 10:50:56.787344,Central,SUB-016,TR-016002,24.8688,76.6562,40.75,44.04,1.64,49.98,48.0,0.9135,42.7,-0.13,-8.43,0.0,8.02,0,0.0345,27,Normal,Normal
EVT-0006652,2025-04-12 21:26:47.420274,North,SUB-001,TR-001005,28.6139,77.209,37.52,64.38,1.9,50.29,70.0,0.788,56.0,17.54,20.67,0.0,22.89,0,0.2026,70,High Risk,Frequency Deviation
EVT-0006653,2025-06-30 12:45:01.811547,South,SUB-026,TR-026008,17.3618,78.531,37.4,81.56,2.6,49.81,84.0,0.8532,50.0,-4.75,10.62,0.0,10.06,1,0.4735,88,Critical,Transformer Fault
EVT-0006654,2025-06-28 19:56:18.681609,North-East,SUB-018,TR-018003,29.0588,76.0231,40.38,13.8,0.53,50.01,16.44,0.9493,37.58,-62.98,27.18,0.0,5.47,0,0.0172,4,Normal,Normal
EVT-0006655,2025-06-01 20:41:59.130445,North-East,SUB-018,TR-018016,29.0588,76.0231,44.49,74.01,2.15,49.64,85.0,0.6527,63.23,-42.75,-3.65,0.0,29.09,0,0.5284,89,Critical,Frequency Deviation
EVT-0006656,2025-04-25 20:50:40.605318,South,SUB-026,TR-026001,17.3618,78.531,39.31,22.01,0.81,50.06,20.18,0.9399,37.23,29.63,33.97,0.0,12.0,0,0.0402,9,Normal,Normal
EVT-0006657,2025-04-22 01:45:35.812668,West,SUB-007,TR-007010,18.5204,73.8567,37.55,54.53,1.77,50.25,58.0,0.8667,50.0,19.86,-5.85,0.0,6.04,0,0.159,55,Warning,Frequency Deviation
EVT-0006658,2025-04-11 03:28:51.729971,North,SUB-002,TR-002012,26.9124,75.7873,37.76,48.24,1.54,49.84,58.0,0.8454,50.0,-45.6,-12.91,0.0,10.0,0,0.1399,52,Warning,Voltage Fluctuation
EVT-0006659,2025-05-11 16:51:29.714049,North,SUB-004,TR-004006,25.2048,77.3948,36.39,73.15,2.08,50.4,88.75,0.78,63.0,23.58,16.33,5.5,22.4,1,0.6865,100,Critical,Voltage Fluctuation
EVT-0006660,2025-05-27 14:41:13.430764,North,SUB-029,TR-029005,26.9124,75.7873,41.0,49.95,1.91,50.0,48.0,0.9318,42.36,29.1,-11.1,0.0,5.15,0,0.0409,28,Normal,Normal
EVT-0006661,2025-06-15 00:04:25.984867,South,SUB-010,TR-010010,12.9716,77.5946,37.77,59.76,2.03,50.26,58.0,0.9,50.0,-36.53,-18.98,0.0,32.55,0,0.1411,56,Warning,Frequency Deviation
EVT-0006662,2025-04-12 06:31:21.988841,East,SUB-020,TR-020007,25.5941,82.472,39.08,26.07,0.96,50.1,32.87,0.9418,41.41,14.09,-27.78,0.0,1.48,0,0.0569,18,Normal,Normal
EVT-0006663,2025-05-28 23:11:14.828516,North,SUB-001,TR-001009,28.6139,77.209,36.9,70.88,1.96,49.81,70.0,0.7501,56.0,71.68,-14.21,0.0,21.28,1,0.4201,79,High Risk,Generation Drop
EVT-0006664,2025-04-17 10:26:04.088393,East,SUB-020,TR-020017,25.5941,82.472,40.45,49.74,1.87,49.9,48.0,0.9291,41.98,-41.36,20.36,0.0,3.17,0,0.0381,29,Normal,Normal
EVT-0006665,2025-06-24 04:38:47.730401,West,SUB-005,TR-005016,19.076,72.8777,40.14,18.13,0.7,50.04,15.54,0.9655,39.38,-1.02,6.1,0.0,3.23,0,0.0146,1,Normal,Normal
EVT-0006666,2025-06-01 04:05:03.025587,East,SUB-012,TR-012020,23.2599,77.4126,43.48,50.29,1.88,49.81,58.0,0.8586,50.0,115.25,13.41,0.0,12.14,0,0.1912,62,Warning,Frequency Deviation
EVT-0006667,2025-06-16 09:37:30.453071,West,SUB-019,TR-019009,22.3167,78.03,39.24,45.55,1.68,50.08,48.0,0.9383,39.46,6.89,-35.17,0.0,2.39,0,0.0471,26,Normal,Normal
EVT-0006668,2025-04-22 01:57:38.241639,North-East,SUB-017,TR-017012,28.296,76.592,40.51,31.35,1.16,49.82,40.0,0.9097,44.0,40.28,23.78,0.0,18.82,0,0.0554,30,Low,Generation Drop
EVT-0006669,2025-04-20 05:45:13.979403,North-East,SUB-017,TR-017013,28.296,76.592,43.76,55.15,2.03,49.75,70.0,0.84,56.0,-84.34,12.1,0.0,8.98,0,0.2289,72,High Risk,Voltage Fluctuation
EVT-0006670,2025-05-10 09:31:53.101934,North,SUB-004,TR-004006,25.2048,77.3948,41.0,38.14,1.45,49.98,48.0,0.9254,41.3,9.89,-20.81,0.0,4.68,0,0.0433,34,Low,Generation Drop
EVT-0006671,2025-04-29 07:30:24.946035,South,SUB-010,TR-010013,12.9716,77.5946,39.71,46.91,1.76,50.14,48.83,0.9472,44.0,115.08,-2.78,0.0,5.15,0,0.0406,30,Low,Voltage Fluctuation
EVT-0006672,2025-05-28 06:13:42.144445,North-East,SUB-017,TR-017020,28.296,76.592,40.3,30.98,1.2,49.95,31.6,0.9593,39.58,60.59,16.56,0.0,2.24,0,0.0218,14,Normal,Normal
EVT-0006673,2025-05-30 09:48:35.547885,East,SUB-013,TR-013003,21.1466,79.0882,43.29,84.97,2.74,50.25,90.0,0.746,56.0,-45.59,-24.0,0.0,23.5,0,0.4089,84,High Risk,Frequency Deviation
EVT-0006674,2025-05-16 11:33:19.097784,Central,SUB-014,TR-014001,26.8206,80.2701,37.04,85.37,2.48,50.18,90.0,0.7838,61.22,46.89,23.38,0.0,43.42,0,0.4124,83,High Risk,Overload
EVT-0006675,2025-04-13 09:34:48.890772,North-East,SUB-027,TR-027018,28.5355,76.2346,40.27,38.87,1.47,49.97,48.0,0.9392,42.48,-12.4,1.82,0.0,10.97,0,0.0166,24,Normal,Normal
EVT-0006676,2025-04-29 17:39:10.832687,North-East,SUB-018,TR-018001,29.0588,76.0231,37.47,67.55,2.23,50.25,67.43,0.8822,50.0,-60.39,-44.87,0.0,11.97,0,0.1569,66,Warning,Overload
EVT-0006677,2025-06-03 00:10:00.277611,Central,SUB-015,TR-015014,25.3948,79.4625,42.41,50.45,1.85,49.81,58.0,0.8628,50.0,-6.36,-17.96,0.0,5.79,0,0.1476,52,Warning,Transformer Fault
EVT-0006678,2025-05-09 18:41:31.331963,Central,SUB-016,TR-016013,24.8688,76.6562,41.0,43.6,1.68,50.05,46.88,0.9391,43.35,112.75,-6.17,0.0,3.35,0,0.0504,27,Normal,Normal
EVT-0006679,2025-05-20 01:55:53.496253,West,SUB-019,TR-019009,22.3167,78.03,39.77,24.48,0.92,49.99,21.0,0.9466,37.63,-3.82,-25.4,0.0,2.9,0,0.0121,1,Normal,Normal
EVT-0006680,2025-04-16 02:40:56.071427,East,SUB-023,TR-023010,21.2787,82.1406,39.0,41.29,1.49,49.98,33.21,0.9238,41.13,-47.04,3.45,0.0,12.0,0,0.0444,17,Normal,Normal
EVT-0006681,2025-04-21 22:15:31.994503,East,SUB-011,TR-011005,22.5726,88.3639,42.97,47.33,1.7,49.76,58.0,0.8352,51.95,24.5,-55.31,0.0,34.91,0,0.1877,57,Warning,Generation Drop
EVT-0006682,2025-04-20 19:25:42.469735,West,SUB-005,TR-005015,19.076,72.8777,36.74,55.42,1.83,50.17,58.0,0.9,50.0,42.14,-11.18,0.0,3.04,0,0.1639,57,Warning,Generation Drop
EVT-0006683,2025-06-20 12:47:27.533970,East,SUB-011,TR-011014,22.5726,88.3639,43.58,80.67,2.66,49.8,90.0,0.7553,56.0,3.35,-40.88,0.0,15.71,0,0.4062,87,Critical,Overload
EVT-0006684,2025-04-14 11:24:46.550975,North,SUB-024,TR-024006,26.7461,78.9824,42.52,76.53,2.39,49.78,90.0,0.7351,62.05,-48.28,36.76,0.0,38.69,0,0.4241,81,High Risk,Power Factor Anomaly
EVT-0006685,2025-05-23 15:16:22.769453,East,SUB-012,TR-012003,23.2599,77.4126,40.92,55.12,2.03,50.0,48.0,0.9,41.86,54.24,20.1,0.0,6.96,0,0.0372,28,Normal,Normal
EVT-0006686,2025-06-22 09:09:00.707775,North,SUB-004,TR-004008,25.2048,77.3948,39.41,41.92,1.53,49.94,48.0,0.9261,41.63,-144.51,-10.02,0.0,5.91,0,0.0348,30,Low,Voltage Fluctuation
EVT-0006687,2025-06-07 11:27:46.136484,South,SUB-026,TR-026020,17.3618,78.531,37.5,78.4,2.62,49.75,84.0,0.8929,50.3,-43.3,-4.96,0.0,8.89,0,0.2696,72,High Risk,Overload
EVT-0006688,2025-06-23 01:07:49.862818,West,SUB-007,TR-007017,18.5204,73.8567,42.9,57.0,2.03,50.26,58.0,0.8319,50.0,-39.11,-44.83,0.0,15.59,0,0.1905,60,Warning,Frequency Deviation
EVT-0006689,2025-04-02 18:21:57.300207,West,SUB-007,TR-007011,18.5204,73.8567,43.05,52.91,2.01,49.79,61.0,0.8825,50.0,107.09,-7.82,0.0,4.45,0,0.1699,60,Warning,Temperature Spike
EVT-0006690,2025-05-06 14:54:09.058717,East,SUB-011,TR-011007,22.5726,88.3639,37.06,77.1,2.33,50.19,84.0,0.8165,53.13,-51.46,15.68,0.0,12.08,0,0.2993,77,High Risk,Overload
EVT-0006691,2025-05-08 07:26:58.856245,South,SUB-010,TR-010003,12.9716,77.5946,40.65,32.16,1.27,50.04,48.0,0.9712,41.81,-67.88,14.44,0.0,5.98,0,0.0339,27,Normal,Normal
EVT-0006692,2025-05-03 09:03:13.409479,North,SUB-029,TR-029010,26.9124,75.7873,39.85,51.86,1.9,50.0,48.0,0.9211,44.38,-14.13,0.28,0.0,1.13,0,0.007,28,Normal,Normal
EVT-0006693,2025-05-28 01:27:36.382979,North-East,SUB-027,TR-027020,28.5355,76.2346,42.45,54.26,2.03,50.17,58.0,0.883,50.0,64.47,-60.34,0.0,12.5,0,0.138,54,Warning,Generation Drop
EVT-0006694,2025-04-21 07:47:50.278930,South,SUB-026,TR-026019,17.3618,78.531,41.0,50.71,2.02,50.02,48.0,0.9697,44.44,-43.6,-29.66,0.0,12.0,0,0.0447,31,Low,Temperature Spike
EVT-0006695,2025-04-08 15:01:38.142532,Central,SUB-016,TR-016002,24.8688,76.6562,40.19,42.37,1.59,50.01,48.0,0.9358,39.66,-56.66,-21.15,0.0,1.7,0,0.0102,23,Normal,Normal
EVT-0006696,2025-04-05 13:06:27.837563,South,SUB-010,TR-010020,12.9716,77.5946,43.32,80.79,2.92,49.72,90.0,0.8332,56.0,-69.72,19.69,0.0,19.28,0,0.3858,88,Critical,Frequency Deviation
EVT-0006697,2025-06-23 16:52:23.412404,South,SUB-008,TR-008003,13.0827,80.2707,37.6,81.37,2.43,49.73,87.57,0.7953,56.0,57.2,2.98,0.0,21.77,0,0.3394,79,High Risk,Overload
EVT-0006698,2025-04-01 18:04:02.779525,North,SUB-024,TR-024003,26.7461,78.9824,39.0,31.98,1.17,50.03,38.29,0.9415,39.24,-15.12,16.31,0.0,8.85,0,0.0463,21,Normal,Normal
EVT-0006699,2025-06-11 02:33:58.182956,West,SUB-007,TR-007007,18.5204,73.8567,40.04,14.74,0.58,50.06,15.0,0.9878,38.08,87.85,0.73,0.0,2.14,0,0.0144,5,Normal,Normal
EVT-0006700,2025-05-23 09:17:54.303242,West,SUB-019,TR-019009,22.3167,78.03,39.89,48.13,1.75,49.9,48.0,0.9117,42.62,34.04,31.9,0.0,2.55,0,0.0246,24,Normal,Normal
EVT-0006701,2025-05-16 12:39:58.713572,North-East,SUB-017,TR-017004,28.296,76.592,39.11,45.18,1.69,50.09,48.0,0.9551,42.3,118.98,6.82,0.0,3.6,0,0.0534,30,Low,Communication Failure
EVT-0006702,2025-06-04 05:59:57.969943,West,SUB-006,TR-006014,23.0225,72.5799,45.11,77.77,2.74,50.42,85.0,0.78,63.0,-27.63,30.03,0.0,60.23,0,0.521,91,Critical,Voltage Fluctuation
EVT-0006703,2025-06-23 06:36:28.023981,East,SUB-011,TR-011002,22.5726,88.3639,39.28,37.17,1.32,50.08,38.1,0.9045,37.97,32.58,6.85,0.0,1.59,0,0.0446,18,Normal,Normal
EVT-0006704,2025-05-12 21:38:38.907952,North,SUB-003,TR-003003,32.3246,74.7901,36.08,73.76,2.08,50.34,85.0,0.78,63.0,-17.47,22.53,0.0,18.57,1,0.6558,98,Critical,Compound Anomaly
EVT-0006705,2025-06-21 00:40:26.510707,Central,SUB-015,TR-015008,25.3948,79.4625,37.5,29.78,1.05,50.19,40.0,0.9434,44.0,-5.96,-56.05,0.0,2.8,0,0.1378,40,Low,Transformer Fault
EVT-0006706,2025-04-22 20:16:21.653003,East,SUB-012,TR-012008,23.2599,77.4126,39.78,15.63,0.58,49.97,15.92,0.926,39.52,-9.24,3.37,0.0,2.54,0,0.0137,3,Normal,Normal
EVT-0006707,2025-06-04 05:20:16.975851,South,SUB-008,TR-008007,13.0827,80.2707,39.94,25.06,0.95,50.01,26.33,0.9533,41.41,87.21,12.79,0.0,2.17,0,0.0049,7,Normal,Normal
EVT-0006708,2025-05-27 16:22:28.393847,East,SUB-012,TR-012010,23.2599,77.4126,39.32,40.14,1.47,50.02,42.03,0.9303,41.47,84.27,-4.05,0.0,4.2,0,0.0308,22,Normal,Normal
EVT-0006709,2025-06-29 11:25:16.307705,South,SUB-022,TR-022018,15.2993,74.124,42.47,75.72,2.58,49.83,84.0,0.8013,52.39,100.39,-12.54,0.0,4.2,0,0.2814,79,High Risk,Overload
EVT-0006710,2025-04-15 04:44:08.317211,East,SUB-011,TR-011011,22.5726,88.3639,39.38,25.23,0.92,50.09,24.45,0.9285,36.48,-44.85,-4.87,0.0,3.85,0,0.0427,9,Normal,Normal
EVT-0006711,2025-04-14 10:29:39.833224,East,SUB-011,TR-011006,22.5726,88.3639,39.0,46.39,1.68,50.02,48.0,0.9271,43.44,83.93,43.47,0.0,9.61,0,0.0447,33,Low,Temperature Spike
